"","ReleaseDate","SurveyId","MaxAgeWomen","FieldworkStart","MinAgeMen","ImplementingOrg","SurveyCharacteristicIds","SurveyType","SurveyYearLabel","IndicatorData","MinAgeWomen","SurveyYear","FieldworkEnd","DHS_CountryCode","NumberOfSamplePoints","CountryName","NumberOfWomen","SubregionName","MaxAgeMen","SurveyNum","SurveyStatus","NumberOfFacilities","UniverseOfMen","RegionName","UniverseOfWomen","Footnotes","PublicationDate","NumberofHouseholds","NumberOfMen"
"138","2018-01-11","IA2015DHS",49,"2015-01-01","15","International Institute for Population Sciences (IIPS)","79, 16, 69, 13, 94, 59, 75, 76, 33, 45, 20, 22, 3, 11, 15, 31, 43, 68, 63, 46, 14, 57, 34, 36, 104, 41, 10, 23, 26, 6, 70, 24, 21","DHS","2015-16",1,15,"2015","2016-12-01","IA","28586","India",699686,"South Asia","54",355,"Completed","","All Men","South & Southeast Asia","All Women","","2017-12-01",601509,"112122"
"139","2022-03-03","IA2020DHS",49,"2019-06-01","15","International Institute for Population Sciences (IIPS), Mumbai","120, 117, 134, 122, 16, 33, 31, 22, 76, 79, 92, 69, 24, 21, 14, 57, 59, 20, 60, 34, 3, 32, 86, 36, 41, 10, 43, 70, 46, 85, 11, 6, 96, 97, 26","DHS","2019-21",1,15,"2020","2021-04-01","IA","30197","India",724115,"South Asia","54",541,"Completed","","All Men","South & Southeast Asia","All Women","","2022-03-15",636669,"101839"
"140","1989-01-01","ID1987DHS",49,"1987-09-01","","Central Bureau of Statistics/NFPCB","20, 17, 101, 60","DHS","1987",1,15,"1987","1987-12-01","ID","400","Indonesia",11884,"Southeast Asia","",14,"Completed","","","South & Southeast Asia","Ever Married Women","","1989-01-01",14142,""
"141","1991-12-01","ID1991DHS",49,"1991-05-01","","Indonesia Central Bureau of Statistics, the National Family Planning Coordinating Board and the Ministry of Health","17, 101, 20, 22, 60","DHS","1991",1,15,"1991","1991-07-01","ID","","Indonesia",22909,"Southeast Asia","",35,"Completed","","","South & Southeast Asia","Ever Married Women","","1991-12-01",26858,""
"142","1995-10-01","ID1994DHS",49,"1994-07-01","","Central Bureau of Statistics/NFPCB/MOH","1, 2, 21, 22, 101, 3","DHS","1994",1,15,"1994","1994-11-01","ID","","Indonesia",28168,"Southeast Asia","",63,"Completed","1416","","South & Southeast Asia","Ever Married Women","","1995-10-01",33738,""
"143","1998-10-01","ID1997DHS",49,"1997-09-01","","Central Bureau of Statatistics/NFPCB/MOH","1, 21, 22, 101, 3","DHS","1997",1,15,"1997","1997-12-01","ID","","Indonesia",28810,"Southeast Asia","",95,"Completed","","","South & Southeast Asia","Ever Married Women","","1998-10-01",34255,""
"144","2003-12-01","ID2003DHS",49,"2002-10-01","15","Central Bureau of Statatistics/National Family Planning Coordinating Board (NFPCB)/Ministry of Health (MOH)","21, 26, 79, 53, 22, 20, 1, 31, 101, 3, 11, 13","DHS","2002-03",1,15,"2003","2003-04-01","ID","1592","Indonesia",29483,"Southeast Asia","54",172,"Completed","","Currently Married Men","South & Southeast Asia","Ever Married Women","","2003-12-01",33088,"8310"
"145","2009-03-31","ID2007DHS",49,"2007-06-01","15","Central Bureau of Statistics ( (Badan Pusat Statistik (BPS))","17, 3, 57, 31, 22, 21, 11, 20, 13, 1, 34, 79, 53, 101","DHS","2007",1,15,"2007","2008-02-01","ID","1694","Indonesia",32895,"Southeast Asia","54",297,"Completed","","Currently Married Men","South & Southeast Asia","Ever Married Women","","2008-12-01",40701,"8758"
"146","2013-09-25","ID2012DHS",49,"2012-05-01","15","Statistics Indonesia (Badan Statistik Indonesia or BPS)","11, 16, 33, 15, 31, 24, 21, 20, 22, 17, 34, 13, 1, 3, 53, 69, 101, 79","DHS","2012",1,15,"2012","2012-07-01","ID","1840","Indonesia",45607,"Southeast Asia","54",357,"Completed","","Ever Married Men","South & Southeast Asia","All Women","","2013-08-01",43852,"9306"
"147","2019-07-03","ID2017DHS",49,"2017-07-01","15","Badan Pusat Statistik (Statistics Indonesia, SI) and Badan Kependudukan dan Keluarga Berencana (National Population and Family Planning Board, NPFPB)","11, 53, 16, 31, 79, 69, 24, 21, 34, 60, 3, 101, 20, 22","DHS","2017",1,15,"2017","2017-09-01","ID","1970","Indonesia",49627,"Southeast Asia","54",522,"Completed","","Currently Married Men","South & Southeast Asia","All Women","","2018-09-01",47963,"10009"
"148","1992-08-01","JO1990DHS",49,"1990-10-01","","Department of Statistics (DOS)/Ministry of Planning","2, 60, 61, 9, 10, 5, 69, 101, 22","DHS","1990",1,15,"1990","1990-12-01","JO","349","Jordan",6461,"West Asia","",31,"Completed","","","North Africa/West Asia/Europe","Ever Married Women","","1992-08-01",16296,""
"149","1998-12-01","JO1997DHS",49,"1997-06-01","","Department of Statistics (DOS)","1, 22, 21, 10, 101, 3","DHS","1997",1,15,"1997","1997-10-01","JO","","Jordan",5548,"West Asia","",96,"Completed","","","North Africa/West Asia/Europe","Ever Married Women","","1998-12-01",7335,""
"150","2003-06-01","JO2002DHS",49,"2002-07-01","","Department of Statistics (DOS)","15, 16, 41, 3, 10, 26, 21, 101, 22, 20, 75, 79","DHS","2002",1,15,"2002","2002-09-01","JO","498","Jordan",6006,"West Asia","",208,"Completed","","","North Africa/West Asia/Europe","Ever Married Women","","2003-06-01",7825,""
"151","2008-11-24","JO2007DHS",49,"2007-06-01","","Department of Statistics (DOS)","41, 10, 6, 17, 79, 16, 20, 34, 3, 21, 36, 101, 75, 76, 22, 32, 26, 80","DHS","2007",1,15,"2007","2007-11-01","JO","930","Jordan",10876,"West Asia","",295,"Completed","","","North Africa/West Asia/Europe","Ever Married Women","","2008-08-01",14564,""
"152","2010-07-20","JO2009DHS",49,"2009-10-01","","Department of Statistics (DOS)","10, 22, 16, 101, 41, 34, 79","DHS","2009",1,15,"2009","2009-12-01","JO","930","Jordan",10109,"West Asia","",336,"Completed","","","North Africa/West Asia/Europe","Ever Married Women","","2010-05-01",13577,""
"153","2013-12-10","JO2012DHS",49,"2012-09-01","","Department of Statistics, Jordan","15, 41, 10, 31, 26, 24, 21, 57, 8, 20, 17, 36, 34, 13, 6, 3, 16, 22, 75, 76, 67, 32, 101, 80, 79","DHS","2012",1,15,"2012","2012-12-01","JO","806","Jordan",11352,"West Asia","",403,"Completed","","","North Africa/West Asia/Europe","Ever Married Women","","2013-09-01",15190,""
"154","2019-03-26","JO2017DHS",49,"2017-10-01","15","Department of Statistics (DOS)","22, 11, 41, 10, 70, 67, 80, 38, 21, 6, 87, 16","DHS","2017-18",1,15,"2017","2018-01-01","JO","970","Jordan",14689,"West Asia","59",500,"Completed","","All Men","North Africa/West Asia/Europe","Ever Married Women","In the 2017-18 Jordan DHS, height and weight data were collected for women aged 15-49 and for children less than 60 months old. However, analysis demonstrated that the data for children were unreliable; therefore, height and weight data of children were not included in the distribution recode file. Registered users who require access to the recode dataset with children anthropometric data, may send a request to: The DHS Data Archive at archive@dhsprogram.com.","2019-03-01",18802,"6429"
"155","1995-12-01","KK1995DHS",49,"1995-05-01","","National Institute of Nutrition","10, 15, 16, 41, 30, 101, 3","DHS","1995",1,15,"1995","1995-09-01","KK","176","Kazakhstan",3771,"Central Asia","",74,"Completed","","","Central Asia","All Women","","1995-12-01",4178,""
"156","2000-11-01","KK1999DHS",49,"1999-07-01","15","Academy of Preventive Medicine","10, 15, 16, 17, 20, 34, 3, 21, 22, 14, 30, 41, 11, 36, 101, 33, 79, 93","DHS","1999",1,15,"1999","1999-09-01","KK","","Kazakhstan",4800,"Central Asia","59",157,"Completed","","All Men","Central Asia","All Women","","2000-11-01",5844,"1440"
"157","1989-10-01","KE1989DHS",49,"1988-12-01","","National Council for Population Development (NCPD)","11, 12, 101, 20","DHS","1989",1,15,"1989","1989-05-01","KE","","Kenya",7150,"Eastern Africa","",20,"Completed","","Husbands","Sub-Saharan Africa","All Women","","1989-10-01",8173,"1133"
"158","1994-05-01","KE1993DHS",49,"1993-02-01","20","National Council for Population Development (NCPD)","2, 10, 11, 101","DHS","1993",1,15,"1993","1993-08-01","KE","536","Kenya",7540,"Eastern Africa","54",56,"Completed","508","All Men","Sub-Saharan Africa","All Women","","1994-05-01",7950,"2336"
"159","1999-04-01","KE1998DHS",49,"1998-02-01","15","National Council for Population Development (NCPD)","1, 4, 10, 11, 21, 22, 24, 26, 101, 57, 60, 3","DHS","1998",1,15,"1998","1998-07-01","KE","","Kenya",7881,"Eastern Africa","54",115,"Completed","","All Men","Sub-Saharan Africa","All Women","","1999-04-01",8380,"3407"
"160","2004-07-01","KE2003DHS",49,"2003-04-01","15","Central Bureau of Statistics (CBS)","24, 1, 31, 57, 59, 20, 34, 3, 21, 10, 4, 26, 101, 104, 33, 23, 11, 6, 22, 79","DHS","2003",1,15,"2003","2003-09-01","KE","400","Kenya",8195,"Eastern Africa","54",216,"Completed","","All Men","Sub-Saharan Africa","All Women","","2004-07-01",8561,"3578"
"161","2010-06-15","KE2008DHS",49,"2008-11-01","15","Kenya National Bureau of Statistics formerly Central Bureau of Statistics (CBS)","31, 6, 1, 22, 10, 14, 17, 36, 34, 4, 39, 24, 21, 23, 57, 59, 33, 20, 13, 26, 32, 3, 69, 101, 104, 11, 79","DHS","2008-09",1,15,"2008","2009-02-01","KE","400","Kenya",8444,"Eastern Africa","54",300,"Completed","","All Men","Sub-Saharan Africa","All Women","","2010-06-01",9057,"3465"
"162","2016-01-14","KE2014DHS",49,"2014-05-01","15","Kenya National Bureau of Statistics (KNBS) of the Ministry of Planning and National Development","75, 26, 76, 10, 31, 32, 94, 39, 4, 1, 11, 6, 14, 57, 8, 34, 20, 77, 101, 33, 63, 69, 24, 21, 22, 36, 13, 60, 3, 68, 79","DHS","2014",1,15,"2014","2014-10-01","KE","1612","Kenya",31079,"Eastern Africa","54",451,"Completed","","All Men","Sub-Saharan Africa","All Women","","2015-12-01",36430,"12819"
"163","2016-04-05","KE2015MIS",49,"2015-07-01","","National Malaria Control Programme / Ministry of Health (NMCP/MOH) and Kenya National Bureau of Statistics (KNBS)","15, 26, 41, 70, 92, 90, 89, 57","MIS","2015",1,15,"2015","2015-08-01","KE","246","Kenya",5394,"Eastern Africa","",493,"Completed","","","Sub-Saharan Africa","All Women","","2016-04-01",6481,""
"164","2021-10-27","KE2020MIS",49,"2020-11-01","","Ministry of Health (MOH) Division of National Malaria Programme (DNMP) in collaboration with the Kenya National Bureau of Statistics (KNBS).
","41, 106, 70, 79, 92, 26, 124, 90, 89, 119, 57","MIS","2020",1,15,"2020","2020-12-01","KE","298","Kenya",6771,"Eastern Africa","",579,"Completed","","","Sub-Saharan Africa","All Women","","2021-09-15",7952,""
"165","2023-07-03","KE2022DHS",49,"2022-02-01","15","Kenya National Bureau of Statistics (KNBS)","6, 80, 134, 16, 33, 31, 22, 70, 76, 79, 92, 26, 69, 24, 21, 14, 57, 59, 11, 20, 60, 30, 34, 3, 10, 36, 108, 4, 86","DHS","2022",1,15,"2022","2022-07-01","KE","1691","Kenya",32156,"Eastern Africa","54",566,"Completed","","All Men","Sub-Saharan Africa","All Women","","2023-06-15",37911,"14453"
"166","1998-08-01","KY1997DHS",49,"1997-08-01","","Institute of Obstetrics and Pediatrics/Ministry of Health","10, 15, 16, 17, 41, 30, 101, 93","DHS","1997",1,15,"1997","1997-11-01","KY","","Kyrgyz Republic",3848,"Central Asia","",109,"Completed","","","Central Asia","All Women","","1998-08-01",3672,""
"167","2014-01-30","KY2012DHS",49,"2012-08-01","15","National Statistical Committee (NSC) and the Ministry of Health (MOH)","10, 30, 79, 32, 69, 26, 31, 34, 33, 68, 14, 17, 13, 3, 59, 94, 22, 11, 101, 6, 16, 15, 41, 43, 24, 21, 20, 36, 93","DHS","2012",1,15,"2012","2012-12-01","KY","316","Kyrgyz Republic",8208,"Central Asia","59",383,"Completed","","All Men","Central Asia","All Women","","2013-12-01",8040,"2413"
"168","2005-11-01","LS2004DHS",49,"2004-09-01","15","Ministry of Health and Social Welfare and the Bureau of Statistics.","36, 34, 41, 79, 24, 21, 23, 15, 10, 26, 14, 11, 20, 13, 1, 69, 101, 59, 33, 3, 104","DHS","2004",1,15,"2004","2005-01-01","LS","405","Lesotho",7095,"Southern Africa","59",256,"Completed","","All Men","Sub-Saharan Africa","All Women","","2005-11-01",8592,"2797"
"169","2010-11-30","LS2009DHS",49,"2009-10-01","15","Ministry of Health and Social Welfare (MOHSW)","14, 24, 21, 23, 41, 10, 43, 59, 63, 60, 79, 33, 31, 22, 26, 11, 36, 34, 13, 1, 69, 3, 70, 75, 76, 104","DHS","2009",1,15,"2009","2010-01-01","LS","400","Lesotho",7624,"Southern Africa","59",317,"Completed","","All Men","Sub-Saharan Africa","All Women","","2010-11-01",9391,"3317"
"170","2016-06-15","LS2014DHS",49,"2014-09-01","15","Ministry of Health (MOH)","59, 26, 82, 84, 86, 91, 22, 31, 75, 76, 63, 24, 21, 14, 20, 34, 36, 13, 74, 41, 10, 43, 68, 23, 11, 1, 79, 69, 70, 3, 104","DHS","2014",1,15,"2014","2014-12-01","LS","400","Lesotho",6621,"Southern Africa","59",462,"Completed","","All Men","Sub-Saharan Africa","All Women","","2016-05-01",9402,"2931"
"171","1988-02-01","LB1986DHS",49,"1986-02-01","","Ministry of Planning and Economic Affairs","20, 26, 101","DHS","1986",1,15,"1986","1986-07-01","LB","156","Liberia",5239,"Western Africa","",7,"Completed","","","Sub-Saharan Africa","All Women","","1988-02-01",5026,""
"172","2008-08-01","LB2007DHS",49,"2006-12-01","15","Liberia Institute for Statistics and Geo-information Services (LISGIS)","24, 21, 23, 10, 31, 32, 26, 11, 20, 13, 6, 57, 1, 34, 36, 59, 67, 5, 79, 101, 16, 33, 38, 3, 53, 104","DHS","2007",1,15,"2007","2007-04-01","LB","298","Liberia",7092,"Western Africa","49",271,"Completed","","All Men","Sub-Saharan Africa","All Women","","2008-06-01",6824,"6009"
"173","2009-12-02","LB2009MIS",49,"2008-12-01","","National Malaria Control Program (NMCP) of the Ministry of Health and Social Welfare in collaboration with the Liberia Institute for Statistics and Geo-Information Services (LISGIS)","41, 57, 79, 15, 26, 17, 101, 90, 89, 8","MIS","2009",1,15,"2009","2009-03-01","LB","150","Liberia",4397,"Western Africa","",330,"Completed","","","Sub-Saharan Africa","All Women","Anemia testing was done for children only","2009-09-01",4162,""
"174","2012-07-17","LB2011MIS",49,"2011-09-01","","Liberian National Malaria Control Program (NMCP), Ministry of Health and Social Welfare (MOHSW)","26, 79, 101, 15, 41, 57, 8, 90, 89","MIS","2011",1,15,"2011","2011-12-01","LB","150","Liberia",3939,"Western Africa","",361,"Completed","","","Sub-Saharan Africa","All Women","","2012-06-01",4162,""
"175","2014-09-23","LB2013DHS",49,"2013-03-01","15","Liberia Institute of Statistics and Geo-information Services (LISGIS)","57, 1, 10, 14, 11, 69, 87, 22, 26, 72, 38, 23, 79, 101, 33, 104, 3","DHS","2013",1,15,"2013","2013-07-01","LB","322","Liberia",9239,"Western Africa","49",435,"Completed","","All Men","Sub-Saharan Africa","All Women","Testing water samples for E. coli took place in a subset of clusters.","2014-08-01",9333,"4118"
"176","2017-12-04","LB2016MIS",49,"2016-09-01","","The National Malaria Control Program (NMCP) and the Liberia Institute of Statistics and Geo-Information Services (LISGIS)","79, 41, 101, 89, 26, 92, 57","MIS","2016",1,15,"2016","2016-11-01","LB","150","Liberia",4290,"Western Africa","",509,"Completed","","","Sub-Saharan Africa","All Women","","2017-09-01",4218,""
"177","2021-04-07","LB2019DHS",49,"2019-10-01","15","Liberia Institute of Statistics and Geo-Information Services (LISGIS)","70, 24, 21, 11, 6, 41, 10, 67, 5, 3, 33, 31, 79, 69, 14, 57, 34, 36, 13, 4, 107, 1, 92, 16, 22, 26, 59, 20, 60","DHS","2019-20",1,15,"2019","2020-02-01","LB","","Liberia",8065,"Western Africa","59",537,"Completed","","All Men","Sub-Saharan Africa","All Women","","2021-04-15",9068,"4249"
"178","2023-12-07","LB2022MIS",49,"2022-10-01","","NMCP","30, 92, 26, 57, 41, 70, 124, 89, 90","MIS","2022",1,15,"2022","2022-12-01","LB","150","Liberia",4513,"Western Africa","",573,"Completed","","","Sub-Saharan Africa","All Women","","2023-11-15",4306,""
"179","1994-02-01","MD1992DHS",49,"1992-05-01","","Centre National de Recherches sur l’Environment","1, 2, 10, 16, 101","DHS","1992",1,15,"1992","1992-11-01","MD","215","Madagascar",6260,"Eastern Africa","",49,"Completed","215","","Sub-Saharan Africa","All Women","","1994-02-01",5944,""
"180","1998-11-01","MD1997DHS",49,"1997-09-01","","Direction de la Démographie et des Statistique Sociales (DDSS)/Institut National de la Statistique (INSTAT)","1, 24, 21, 10, 14, 13, 16, 26, 41, 101","DHS","1997",1,15,"1997","1997-12-01","MD","270","Madagascar",7060,"Eastern Africa","",110,"Completed","","","Sub-Saharan Africa","All Women","","1998-11-01",7171,""
"181","2005-02-01","MD2004DHS",49,"2003-11-01","15","Institut National de la Statistique (INSTAT)","31, 22, 26, 34, 69, 24, 21, 15, 11, 17, 1, 41, 49, 40, 51, 10, 79, 101, 33, 14, 3, 57","DHS","2003-04",1,15,"2004","2004-03-01","MD","303","Madagascar",7949,"Eastern Africa","59",207,"Completed","","All Men","Sub-Saharan Africa","All Women","","2005-02-01",8420,"2432"
"182","2010-06-07","MD2008DHS",49,"2008-11-01","15","Institut National de la Statistique (INSTAT)","57, 41, 10, 36, 34, 8, 1, 24, 21, 33, 59, 20, 3, 14, 79, 69, 101, 15, 11, 22, 26, 37, 13","DHS","2008-09",1,15,"2008","2009-08-01","MD","600","Madagascar",17375,"Eastern Africa","59",296,"Completed","","All Men","Sub-Saharan Africa","All Women","The equipment for measuring syphilis in the field proved faulty and all related variables are therefore not available in the recode data file. The scales used for measuring the weight of children did not have enough precision therefore all weight related variables for children were set to not applicable in the recode data file.","2010-04-01",17857,"8586"
"183","2012-06-08","MD2011MIS",49,"2011-03-01","","Institut National de la Statistique (INSTAT)","41, 79, 26, 70, 57, 90, 89","MIS","2011",1,15,"2011","2011-06-01","MD","268","Madagascar",8169,"Eastern Africa","",396,"Completed","","","Sub-Saharan Africa","All Women","","2012-03-01",8094,""
"184","2013-12-06","MD2013MIS",49,"2013-04-01","","Institut National de la Statistique (INSTAT)","41, 26, 57, 79, 96, 90, 89, 70","MIS","2013",1,15,"2013","2013-06-01","MD","284","Madagascar",8045,"Eastern Africa","",456,"Completed","","","Sub-Saharan Africa","All Women","Areas without Malaria have been excluded","2013-11-01",8574,""
"185","2017-02-28","MD2016MIS",49,"2016-05-01","","Institut National de la Statistique (INSTAT)","57, 20, 17, 79, 94, 15, 41, 70, 96, 92, 26, 90, 89","MIS","2016",1,15,"2016","2016-07-01","MD","340","Madagascar",10655,"Eastern Africa","",505,"Completed","","","Sub-Saharan Africa","All Women","","2017-01-01",11284,""
"186","2022-08-30","MD2021DHS",49,"2021-03-01","15","Institute of National Statistics (INSTAT) of Madagascar
","41, 10, 70, 39, 89, 86, 6, 59, 11, 16, 33, 76, 69, 24, 14, 20, 31, 22, 79, 26, 21, 57, 34, 3, 92, 60, 17","DHS","2021",1,15,"2021","2021-07-01","MD","650","Madagascar",18869,"Eastern Africa","59",560,"Completed","","All Men","Sub-Saharan Africa","All Women","","2022-08-15",20510,"9037"
"187","1994-01-01","MW1992DHS",49,"1992-09-01","20","National Statistical Office","1, 2, 10, 11, 21, 101, 74","DHS","1992",1,15,"1992","1992-11-01","MW","225","Malawi",4849,"Eastern Africa","54",52,"Completed","223","All Men","Sub-Saharan Africa","All Women","","1994-01-01",5323,"1151"
"188","2001-06-01","MW2000DHS",49,"2000-07-01","15","Nat. Statistical Office","1, 57, 10, 21, 24, 5, 3, 22, 14, 13, 26, 34, 31, 101, 33, 11, 79","DHS","2000",1,15,"2000","2000-11-01","MW","560","Malawi",13220,"Eastern Africa","54",158,"Completed","","All Men","Sub-Saharan Africa","All Women","","2001-06-01",14213,"3092"
"189","2005-12-01","MW2004DHS",49,"2004-10-01","15","The National Statistical Office","24, 21, 23, 15, 10, 22, 26, 11, 20, 17, 13, 5, 6, 1, 57, 59, 34, 41, 69, 101, 39, 33, 3, 79, 104","DHS","2004",1,15,"2004","2005-01-01","MW","522","Malawi",11698,"Eastern Africa","54",251,"Completed","","All Men","Sub-Saharan Africa","All Women","","2005-12-01",13664,"3261"
"190","2011-10-06","MW2010DHS",49,"2010-06-01","15","National Statistics Office","33, 22, 14, 20, 17, 13, 3, 24, 21, 23, 41, 10, 39, 26, 57, 59, 11, 37, 36, 34, 6, 1, 88, 101, 104, 79","DHS","2010",1,15,"2010","2010-11-01","MW","849","Malawi",23020,"Eastern Africa","54",333,"Completed","","All Men","Sub-Saharan Africa","All Women","Extra questions on male participation in health care","2011-09-01",24825,"7175"
"191","2013-03-15","MW2012MIS",49,"2012-04-01","","National Malaria Control Program (NMCP)","41, 26, 57, 70, 90, 89, 79","MIS","2012",1,15,"2012","2012-05-01","MW","140","Malawi",2906,"Eastern Africa","",432,"Completed","","","Sub-Saharan Africa","All Women","","2012-11-01",3404,""
"192","2015-03-27","MW2014MIS",49,"2014-05-01","","National Malaria Control Programme (NMCP), Ministry of Health","41, 70, 26, 57, 90, 89, 8","MIS","2014",1,15,"2014","2014-06-01","MW","140","Malawi",2897,"Eastern Africa","",473,"Completed","","","Sub-Saharan Africa","All Women","","2015-02-01",3405,""
"193","2017-03-15","MW2015DHS",49,"2015-10-01","15","National Statistical Office (NSO)","33, 31, 22, 39, 26, 69, 57, 59, 17, 34, 36, 13, 60, 3, 91, 14, 15, 41, 10, 20, 6, 1, 16, 79, 85, 92, 70, 24, 21, 23, 11, 104","DHS","2015-16",1,15,"2015","2016-02-01","MW","850","Malawi",24562,"Eastern Africa","54",483,"Completed","","All Men","Sub-Saharan Africa","All Women","All technical questions on the Malawi Micronutrient Data  (Other Biomarkers), should be sent to: immpact@cdc.gov","2017-02-01",26361,"7478"
"194","2018-04-25","MW2017MIS",49,"2017-04-01","","National Malaria Control Programme (NMCP)","41, 70, 92, 90, 89, 57","MIS","2017",1,15,"2017","2017-05-01","MW","150","Malawi",3860,"Eastern Africa","",512,"Completed","","","Sub-Saharan Africa","All Women","","2018-01-01",3729,""
"195","2010-11-23","MV2009DHS",49,"2009-01-01","15","Ministry of Health","10, 5, 60, 38, 53, 16, 69, 68, 33, 63, 31, 32, 85, 80, 79, 101, 87, 11, 20, 22, 24, 21, 36, 34, 3","DHS","2009",1,15,"2009","2009-10-01","MV","270","Maldives",7131,"South Asia","64",321,"Completed","","Ever Married Men","South & Southeast Asia","Ever Married Women","Caution for Men’s datasets: The response rate to the men's interview was inordinately low (interviews were completed with 54 percent of the men who were eligible for interview); therefore, any user of the men’s data should be aware that the data may not accurately represent the wider Maldivian male population. MVOD50*.ZIP (Other Data): Youth & Young Adult Questionnaire.","2010-10-01",6443,"1727"
"196","2019-02-25","MV2016DHS",49,"2016-03-01","15","Ministry of Health (MOH)","86, 11, 22, 70, 32, 38, 6, 4, 80, 41, 10, 94, 87","DHS","2016-17",1,15,"2016","2017-11-01","MV","266","Maldives",7699,"South Asia","49",494,"Completed","","All Men","South & Southeast Asia","All Women","Fieldworker Data are not distributed.","2018-11-01",6050,"4342"
"197","1989-01-01","ML1987DHS",49,"1987-03-01","20","Centre d'Etudes et de Recherches sur la Population pour le Développement(CERPOD) de l'Institut du Sahel","11, 10, 101","DHS","1987",1,15,"1987","1987-08-01","ML","","Mali",3200,"Western Africa","55",12,"Completed","","All Men","Sub-Saharan Africa","All Women","","1989-01-01",3048,"970"
"198","1996-12-01","ML1996DHS",49,"1995-11-01","15","CPS/MSSPA et DNSI, Cellule de Planification et Statistique du Ministère de la Santé; Direction de la Statistique et de l'Informatique du Ministère de l'Économie et des Finances","1, 2, 4, 11, 21, 24, 16, 10, 26, 101, 3","DHS","1995-96",1,15,"1996","1996-05-01","ML","300","Mali",9704,"Western Africa","59",77,"Completed","300","All Men","Sub-Saharan Africa","All Women","","1996-12-01",8716,"2474"
"199","2002-06-01","ML2001DHS",49,"2001-01-01","15","CPS/MSSPA et DNSI, Cellule de Planification et Statistique dur Ministère de la Santè; Direction de la Statistique e de l'Informatique du Ministère de l'Économie et des Finances","1, 2, 4, 5, 11, 15, 17, 21, 24, 23, 22, 41, 57, 26, 79, 101, 104, 10, 3, 13, 14","DHS","2001",1,15,"2001","2001-05-01","ML","403","Mali",12849,"Western Africa","59",159,"Completed","403","All Men","Sub-Saharan Africa","All Women","There is no possibility of linking the HIV Test data to the survey data.","2002-06-01",12331,"3405"
"200","2008-04-15","ML2006DHS",49,"2006-05-01","15","Cellule de Planification et de Statistique (CPS), Direction Nationale de la Statistique et de L'Informatique (DNSI)","1, 24, 21, 23, 15, 10, 31, 22, 14, 11, 20, 13, 5, 6, 4, 34, 41, 57, 3, 59, 26, 38, 79, 101, 39, 33, 104","DHS","2006",1,15,"2006","2006-12-01","ML","410","Mali",14583,"Western Africa","59",276,"Completed","","All Men","Sub-Saharan Africa","All Women","","2007-12-01",12998,"4207"
"201","2014-08-05","ML2012DHS",49,"2012-11-01","15","INFO-STAT in collaboration with government agencies, the National Institute of Statistics (INSTAT) and the Cellule de Planification et de Statistique (CPS), which is the technical department in charge of statistics and the DHS at the Ministry of Health.","41, 15, 10, 31, 39, 26, 38, 21, 23, 14, 57, 59, 11, 20, 22, 13, 5, 6, 4, 1, 3, 79, 16, 69, 87, 24, 70, 104, 33, 90, 89","DHS","2012-13",1,15,"2012","2013-02-01","ML","415","Mali",10424,"Western Africa","59",405,"Completed","","All Men","Sub-Saharan Africa","All Women","","2014-05-01",10105,"4399"
"202","2016-09-28","ML2015MIS",49,"2015-09-01","","INFO-STAT in collaboration with Programme National de Lutte contre le Paludisme (PNLP) and Institut National de la Statistique (INSTAT)","26, 90, 89, 41, 70, 57","MIS","2015",1,15,"2015","2015-11-01","ML","180","Mali",7758,"Western Africa","",487,"Completed","","","Sub-Saharan Africa","All Women","","2016-07-01",4240,""
"203","2019-09-19","ML2018DHS",49,"2018-08-01","15","The National Institute of Statistics (Institut National de Statistiques -INSTAT), the Center for Planning and Statistics - Health, Social Development, and Family Promotion Sectors (Cellule de Planification et de Statistique Secteur Santé, Développement Social et Promotion de la Famille - CPS/SS-DS-PF)","22, 92, 85, 39, 11, 6, 4, 1, 41, 10, 70, 89","DHS","2018",1,15,"2018","2018-11-01","ML","458","Mali",10519,"Western Africa","59",517,"Completed","","All Men","Sub-Saharan Africa","All Women","","2019-08-01",9510,"4618"
"204","2022-10-18","ML2021MIS",49,"2021-09-01","","Institut National de la Statistique (INSTAT); National Malaria Control Program (NMCP)","89, 106, 70, 92, 26, 57, 41","MIS","2021",1,15,"2021","2021-11-01","ML","261","Mali",10765,"Western Africa","",574,"Completed","","","Sub-Saharan Africa","All Women","","2022-08-15",5627,""
"205","2001-12-01","MR2000DHS",49,"2000-08-01","15","Office Nat. de la Statistique","1, 2, 4, 11, 21, 24, 57, 14, 32, 79, 101, 10, 31, 3","DHS","2000-01",1,15,"2000","2001-04-01","MR","","Mauritania",7728,"Western Africa","59",160,"Completed","260","All Men","Sub-Saharan Africa","All Women","","2001-12-01",6149,"2191"
"206","2022-04-20","MR2020DHS",49,"2019-11-01","15","Office National de la Statistique (ONS)","31, 22, 6, 79, 69, 24, 21, 14, 59, 11, 34, 3, 85, 41, 10, 70, 47, 89, 86, 4, 1, 76, 92, 26, 57, 20, 60, 125","DHS","2019-21",1,15,"2020","2021-04-01","MR","404","Mauritania",15714,"Western Africa","59",553,"Completed","","All Men","Sub-Saharan Africa","All Women","","2022-02-15",11658,"5673"
