"","FileFormat","FileSize","DatasetType","SurveyNum","SurveyId","FileType","FileDateLastModified","SurveyType","SurveyYearLabel","SurveyYear","DHS_CountryCode","FileName","CountryName"
"6279","SPSS dataset (.sav)",23465,"Survey Datasets",156,"IA1999DHS","Height and Weight Scores - WHO Child Growth Standards","May, 04 2009 11:02:31","DHS","1998-99","1999","IA","APHW42SV.ZIP","India"
"6280","Flat ASCII data (.dat)",2519556,"Survey Datasets",156,"IA1999DHS","Household Recode","January, 31 2018 12:22:02","DHS","1998-99","1999","IA","APHR42FL.ZIP","India"
"6281","SPSS dataset (.sav)",901982,"Survey Datasets",156,"IA1999DHS","Household Recode","January, 31 2018 12:37:51","DHS","1998-99","1999","IA","APHR42SV.ZIP","India"
"6282","Hierarchical ASCII data (.dat)",4708791,"Survey Datasets",156,"IA1999DHS","Individual Recode","January, 31 2018 12:22:03","DHS","1998-99","1999","IA","APIR42.ZIP","India"
"6283","Stata dataset (.dta)",1621176,"Survey Datasets",156,"IA1999DHS","Individual Recode","January, 31 2018 12:22:03","DHS","1998-99","1999","IA","APIR42DT.ZIP","India"
"6284","Flat ASCII data (.dat)",2600958,"Survey Datasets",156,"IA1999DHS","Household Recode","January, 31 2018 12:23:13","DHS","1998-99","1999","IA","WBHR42FL.ZIP","India"
"6285","Stata dataset (.dta)",1955445,"Survey Datasets",156,"IA1999DHS","Births Recode","January, 31 2018 12:22:02","DHS","1998-99","1999","IA","APBR42DT.ZIP","India"
"6286","Flat ASCII data (.dat)",2193992,"Survey Datasets",156,"IA1999DHS","Births Recode","January, 31 2018 12:22:02","DHS","1998-99","1999","IA","APBR42FL.ZIP","India"
"6287","SAS dataset (.sas7bdat) ",2869629,"Survey Datasets",156,"IA1999DHS","Births Recode","January, 31 2018 12:22:02","DHS","1998-99","1999","IA","APBR42SD.ZIP","India"
"6288","Stata dataset (.dta)",754692,"Survey Datasets",156,"IA1999DHS","Children's Recode","January, 31 2018 12:23:14","DHS","1998-99","1999","IA","WBKR42DT.ZIP","India"
"6289","Stata dataset (.dta)",1181366,"HIV Datasets",264,"IA2006DHS","HIV Test Results Recode","August, 27 2010 13:03:00","DHS","2005-06","2006","IA","iaar51dt.zip","India"
"6290","Flat ASCII data (.dat)",1198430,"HIV Datasets",264,"IA2006DHS","HIV Test Results Recode","August, 27 2010 13:03:10","DHS","2005-06","2006","IA","iaar51fl.zip","India"
"6291","SAS dataset (.sas7bdat) ",1270709,"HIV Datasets",264,"IA2006DHS","HIV Test Results Recode","September, 01 2016 13:49:14","DHS","2005-06","2006","IA","iaar51sd.zip","India"
"6292","SPSS dataset (.sav)",1479865,"HIV Datasets",264,"IA2006DHS","HIV Test Results Recode","August, 27 2010 13:03:31","DHS","2005-06","2006","IA","iaar51sv.zip","India"
"6293","Hierarchical ASCII data (.dat)",1196389,"HIV Datasets",264,"IA2006DHS","HIV Test Results Recode","August, 27 2010 13:02:51","DHS","2005-06","2006","IA","iaar51.zip","India"
"6294","Stata dataset (.dta)",54953496,"Survey Datasets",264,"IA2006DHS","Household Recode","August, 30 2010 12:51:04","DHS","2005-06","2006","IA","IAHR52DT.ZIP","India"
"6295","Flat ASCII data (.dat)",51339199,"Survey Datasets",264,"IA2006DHS","Household Recode","August, 30 2010 12:51:10","DHS","2005-06","2006","IA","IAHR52FL.ZIP","India"
"6296","SAS dataset (.sas7bdat) ",73193795,"Survey Datasets",264,"IA2006DHS","Household Recode","September, 01 2016 12:14:58","DHS","2005-06","2006","IA","IAHR52SD.ZIP","India"
"6297","SPSS dataset (.sav)",59037603,"Survey Datasets",264,"IA2006DHS","Household Recode","August, 30 2010 12:51:24","DHS","2005-06","2006","IA","IAHR52SV.ZIP","India"
"6298","Stata dataset (.dta)",22852879,"Survey Datasets",264,"IA2006DHS","Children's Recode","August, 30 2010 12:51:59","DHS","2005-06","2006","IA","IAKR52DT.ZIP","India"
"6299","Flat ASCII data (.dat)",24248757,"Survey Datasets",264,"IA2006DHS","Children's Recode","August, 30 2010 12:52:01","DHS","2005-06","2006","IA","IAKR52FL.ZIP","India"
"6300","SAS dataset (.sas7bdat) ",31503948,"Survey Datasets",264,"IA2006DHS","Children's Recode","September, 01 2016 12:16:10","DHS","2005-06","2006","IA","IAKR52SD.ZIP","India"
"6301","SPSS dataset (.sav)",24993747,"Survey Datasets",264,"IA2006DHS","Children's Recode","August, 30 2010 12:52:07","DHS","2005-06","2006","IA","IAKR52SV.ZIP","India"
"6302","Hierarchical ASCII data (.dat)",23894834,"Survey Datasets",264,"IA2006DHS","Men's Recode","August, 30 2010 12:52:52","DHS","2005-06","2006","IA","IAMR52.ZIP","India"
"6303","Stata dataset (.dta)",20715312,"Survey Datasets",264,"IA2006DHS","Men's Recode","August, 30 2010 12:52:10","DHS","2005-06","2006","IA","IAMR52DT.ZIP","India"
"6304","Flat ASCII data (.dat)",21717487,"Survey Datasets",264,"IA2006DHS","Men's Recode","August, 30 2010 12:52:12","DHS","2005-06","2006","IA","IAMR52FL.ZIP","India"
"6305","SAS dataset (.sas7bdat) ",28706355,"Survey Datasets",264,"IA2006DHS","Men's Recode","September, 01 2016 12:16:15","DHS","2005-06","2006","IA","IAMR52SD.ZIP","India"
"6306","SPSS dataset (.sav)",23862989,"Survey Datasets",264,"IA2006DHS","Men's Recode","August, 30 2010 12:52:17","DHS","2005-06","2006","IA","IAMR52SV.ZIP","India"
"6307","Stata dataset (.dta)",33163459,"Survey Datasets",264,"IA2006DHS","Household Member Recode","October, 23 2015 12:59:19","DHS","2005-06","2006","IA","IAPR52DT.ZIP","India"
"6308","Flat ASCII data (.dat)",38551720,"Survey Datasets",264,"IA2006DHS","Household Member Recode","August, 30 2010 12:52:25","DHS","2005-06","2006","IA","IAPR52FL.ZIP","India"
"6309","SAS dataset (.sas7bdat) ",58229653,"Survey Datasets",264,"IA2006DHS","Household Member Recode","September, 01 2016 12:16:38","DHS","2005-06","2006","IA","IAPR52SD.ZIP","India"
"6310","SPSS dataset (.sav)",42238495,"Survey Datasets",264,"IA2006DHS","Household Member Recode","August, 30 2010 12:52:39","DHS","2005-06","2006","IA","IAPR52SV.ZIP","India"
"6311","Hierarchical ASCII data (.dat)",91692737,"Survey Datasets",264,"IA2006DHS","Individual Recode","August, 30 2010 12:52:49","DHS","2005-06","2006","IA","IAIR52.ZIP","India"
"6312","Stata dataset (.dta)",72266908,"Survey Datasets",264,"IA2006DHS","Individual Recode","August, 30 2010 12:51:31","DHS","2005-06","2006","IA","IAIR52DT.ZIP","India"
"6313","Flat ASCII data (.dat)",70900449,"Survey Datasets",264,"IA2006DHS","Individual Recode","August, 30 2010 12:51:38","DHS","2005-06","2006","IA","IAIR52FL.ZIP","India"
"6314","SAS dataset (.sas7bdat) ",104845103,"Survey Datasets",264,"IA2006DHS","Individual Recode","September, 01 2016 12:15:56","DHS","2005-06","2006","IA","IAIR52SD.ZIP","India"
"6315","SPSS dataset (.sav)",81702788,"Survey Datasets",264,"IA2006DHS","Individual Recode","August, 30 2010 12:51:57","DHS","2005-06","2006","IA","IAIR52SV.ZIP","India"
"6316","Stata dataset (.dta)",46634695,"Survey Datasets",264,"IA2006DHS","Births Recode","August, 30 2010 12:50:22","DHS","2005-06","2006","IA","IABR52DT.ZIP","India"
"6317","Flat ASCII data (.dat)",44443493,"Survey Datasets",264,"IA2006DHS","Births Recode","August, 30 2010 12:50:28","DHS","2005-06","2006","IA","IABR52FL.ZIP","India"
"6318","SAS dataset (.sas7bdat) ",72391739,"Survey Datasets",264,"IA2006DHS","Births Recode","September, 01 2016 12:14:08","DHS","2005-06","2006","IA","IABR52SD.ZIP","India"
"6319","SPSS dataset (.sav)",47135680,"Survey Datasets",264,"IA2006DHS","Births Recode","August, 30 2010 12:50:42","DHS","2005-06","2006","IA","IABR52SV.ZIP","India"
"6320","Stata dataset (.dta)",31247278,"Survey Datasets",264,"IA2006DHS","Couples' Recode","August, 30 2010 12:50:45","DHS","2005-06","2006","IA","IACR52DT.ZIP","India"
"6321","Flat ASCII data (.dat)",32524364,"Survey Datasets",264,"IA2006DHS","Couples' Recode","August, 30 2010 12:50:48","DHS","2005-06","2006","IA","IACR52FL.ZIP","India"
"6322","SAS dataset (.sas7bdat) ",44409900,"Survey Datasets",264,"IA2006DHS","Couples' Recode","September, 01 2016 12:14:17","DHS","2005-06","2006","IA","IACR52SD.ZIP","India"
"6323","SPSS dataset (.sav)",35293149,"Survey Datasets",264,"IA2006DHS","Couples' Recode","August, 30 2010 12:50:59","DHS","2005-06","2006","IA","IACR52SV.ZIP","India"
"6324","Flat ASCII data (.dat)",215781955,"Survey Datasets",355,"IA2015DHS","Births Recode","June, 28 2018 07:21:06","DHS","2015-16","2015","IA","IABR74FL.ZIP","India"
"6325","Flat ASCII data (.dat)",2427089,"GPS Datasets",355,"IA2015DHS","Geographic Data","October, 16 2019 15:48:27","DHS","2015-16","2015","IA","IAGE71FL.ZIP","India"
"6326","SAS dataset (.sas7bdat) ",415534324,"Survey Datasets",355,"IA2015DHS","Births Recode","June, 28 2018 07:18:09","DHS","2015-16","2015","IA","IABR74SD.ZIP","India"
"6327","Hierarchical ASCII data (.dat)",2628433,"HIV Datasets",355,"IA2015DHS","HIV Test Results Recode","October, 16 2019 15:48:43","DHS","2015-16","2015","IA","IAAR72.ZIP","India"
"6328","Stata dataset (.dta)",2119111,"HIV Datasets",355,"IA2015DHS","HIV Test Results Recode","October, 16 2019 15:48:43","DHS","2015-16","2015","IA","IAAR72DT.ZIP","India"
"6329","Flat ASCII data (.dat)",2629979,"HIV Datasets",355,"IA2015DHS","HIV Test Results Recode","October, 16 2019 15:48:43","DHS","2015-16","2015","IA","IAAR72FL.ZIP","India"
"6330","SAS dataset (.sas7bdat) ",2698999,"HIV Datasets",355,"IA2015DHS","HIV Test Results Recode","October, 16 2019 15:48:43","DHS","2015-16","2015","IA","IAAR72SD.ZIP","India"
"6331","SPSS dataset (.sav)",3040637,"HIV Datasets",355,"IA2015DHS","HIV Test Results Recode","October, 16 2019 15:48:43","DHS","2015-16","2015","IA","IAAR72SV.ZIP","India"
"6332","Stata dataset (.dta)",44205020,"Survey Datasets",355,"IA2015DHS","Couples' Recode","June, 28 2018 07:15:42","DHS","2015-16","2015","IA","IACR74DT.ZIP","India"
"6333","Flat ASCII data (.dat)",46533734,"Survey Datasets",355,"IA2015DHS","Couples' Recode","June, 28 2018 07:21:30","DHS","2015-16","2015","IA","IACR74FL.ZIP","India"
"6334","SAS dataset (.sas7bdat) ",69704454,"Survey Datasets",355,"IA2015DHS","Couples' Recode","June, 28 2018 07:18:45","DHS","2015-16","2015","IA","IACR74SD.ZIP","India"
"6335","SPSS dataset (.sav)",49686677,"Survey Datasets",355,"IA2015DHS","Couples' Recode","June, 28 2018 07:14:17","DHS","2015-16","2015","IA","IACR74SV.ZIP","India"
"6336","Stata dataset (.dta)",323538103,"Survey Datasets",355,"IA2015DHS","Household Recode","June, 28 2018 07:15:03","DHS","2015-16","2015","IA","IAHR74DT.ZIP","India"
"6337","Flat ASCII data (.dat)",296932112,"Survey Datasets",355,"IA2015DHS","Household Recode","June, 28 2018 07:20:36","DHS","2015-16","2015","IA","IAHR74FL.ZIP","India"
"6338","SAS dataset (.sas7bdat) ",465275283,"Survey Datasets",355,"IA2015DHS","Household Recode","June, 28 2018 07:17:22","DHS","2015-16","2015","IA","IAHR74SD.ZIP","India"
"6339","SPSS dataset (.sav)",308839910,"Survey Datasets",355,"IA2015DHS","Household Recode","June, 28 2018 07:13:24","DHS","2015-16","2015","IA","IAHR74SV.ZIP","India"
"6340","Stata dataset (.dta)",188872026,"Survey Datasets",355,"IA2015DHS","Household Member Recode","June, 28 2018 07:15:38","DHS","2015-16","2015","IA","IAPR74DT.ZIP","India"
"6341","Flat ASCII data (.dat)",209270273,"Survey Datasets",355,"IA2015DHS","Household Member Recode","June, 28 2018 07:21:24","DHS","2015-16","2015","IA","IAPR74FL.ZIP","India"
"6342","SAS dataset (.sas7bdat) ",389010281,"Survey Datasets",355,"IA2015DHS","Household Member Recode","June, 28 2018 07:18:37","DHS","2015-16","2015","IA","IAPR74SD.ZIP","India"
"6343","SPSS dataset (.sav)",304976087,"Survey Datasets",355,"IA2015DHS","Household Member Recode","June, 28 2018 07:14:12","DHS","2015-16","2015","IA","IAPR74SV.ZIP","India"
"6344","Stata dataset (.dta)",211661166,"Survey Datasets",355,"IA2015DHS","Births Recode","June, 28 2018 07:15:24","DHS","2015-16","2015","IA","IABR74DT.ZIP","India"
"6345","SPSS dataset (.sav)",342341675,"Survey Datasets",355,"IA2015DHS","Births Recode","June, 28 2018 07:13:53","DHS","2015-16","2015","IA","IABR74SV.ZIP","India"
"6346","SPSS dataset (.sav)",367047947,"Survey Datasets",355,"IA2015DHS","Individual Recode","May, 27 2020 10:45:29","DHS","2015-16","2015","IA","IAIR74SV.ZIP","India"
"6347","Stata dataset (.dta)",89730429,"Survey Datasets",355,"IA2015DHS","Children's Recode","June, 28 2018 07:15:09","DHS","2015-16","2015","IA","IAKR74DT.ZIP","India"
"6348","Flat ASCII data (.dat)",98461178,"Survey Datasets",355,"IA2015DHS","Children's Recode","June, 28 2018 07:20:44","DHS","2015-16","2015","IA","IAKR74FL.ZIP","India"
"6349","SAS dataset (.sas7bdat) ",149085916,"Survey Datasets",355,"IA2015DHS","Children's Recode","June, 28 2018 07:17:33","DHS","2015-16","2015","IA","IAKR74SD.ZIP","India"
"6350","SPSS dataset (.sav)",123457394,"Survey Datasets",355,"IA2015DHS","Children's Recode","June, 28 2018 07:13:31","DHS","2015-16","2015","IA","IAKR74SV.ZIP","India"
"6351","Hierarchical ASCII data (.dat)",26749435,"Survey Datasets",355,"IA2015DHS","Men's Recode","May, 27 2020 10:45:30","DHS","2015-16","2015","IA","IAMR74.ZIP","India"
"6352","Stata dataset (.dta)",22222770,"Survey Datasets",355,"IA2015DHS","Men's Recode","May, 27 2020 10:45:30","DHS","2015-16","2015","IA","IAMR74DT.ZIP","India"
"6353","Flat ASCII data (.dat)",23744894,"Survey Datasets",355,"IA2015DHS","Men's Recode","May, 27 2020 10:45:30","DHS","2015-16","2015","IA","IAMR74FL.ZIP","India"
"6354","SAS dataset (.sas7bdat) ",37291124,"Survey Datasets",355,"IA2015DHS","Men's Recode","May, 27 2020 10:45:31","DHS","2015-16","2015","IA","IAMR74SD.ZIP","India"
"6355","SPSS dataset (.sav)",26828240,"Survey Datasets",355,"IA2015DHS","Men's Recode","May, 27 2020 10:45:31","DHS","2015-16","2015","IA","IAMR74SV.ZIP","India"
"6356","Flat ASCII data (.dat)",18358107,"GPS Datasets",355,"IA2015DHS","Geospatial Covariates","October, 16 2019 15:48:27","DHS","2015-16","2015","IA","IAGC72FL.ZIP","India"
"6357","Hierarchical ASCII data (.dat)",471579077,"Survey Datasets",355,"IA2015DHS","Individual Recode","May, 27 2020 10:45:13","DHS","2015-16","2015","IA","IAIR74.ZIP","India"
"6358","Stata dataset (.dta)",341970463,"Survey Datasets",355,"IA2015DHS","Individual Recode","May, 27 2020 10:45:17","DHS","2015-16","2015","IA","IAIR74DT.ZIP","India"
"6359","Flat ASCII data (.dat)",334714533,"Survey Datasets",355,"IA2015DHS","Individual Recode","May, 27 2020 10:45:20","DHS","2015-16","2015","IA","IAIR74FL.ZIP","India"
"6360","SAS dataset (.sas7bdat) ",548688495,"Survey Datasets",355,"IA2015DHS","Individual Recode","May, 27 2020 10:45:26","DHS","2015-16","2015","IA","IAIR74SD.ZIP","India"
"6361","Stata dataset (.dta)",84918734,"Survey Datasets",541,"IA2020DHS","Children's Recode","March, 19 2023 11:01:49","DHS","2019-21","2020","IA","IAKR7EDT.ZIP","India"
"6362","Flat ASCII data (.dat)",84589742,"Survey Datasets",541,"IA2020DHS","Children's Recode","March, 19 2023 13:50:37","DHS","2019-21","2020","IA","IAKR7EFL.ZIP","India"
"6363","SAS dataset (.sas7bdat) ",121103508,"Survey Datasets",541,"IA2020DHS","Children's Recode","March, 19 2023 11:02:43","DHS","2019-21","2020","IA","IAKR7ESD.ZIP","India"
"6364","SPSS dataset (.sav)",115938728,"Survey Datasets",541,"IA2020DHS","Children's Recode","March, 19 2023 11:01:25","DHS","2019-21","2020","IA","IAKR7ESV.ZIP","India"
"6365","Hierarchical ASCII data (.dat)",24154607,"Survey Datasets",541,"IA2020DHS","Men's Recode","March, 19 2023 12:12:36","DHS","2019-21","2020","IA","IAMR7E.ZIP","India"
"6366","Stata dataset (.dta)",21149371,"Survey Datasets",541,"IA2020DHS","Men's Recode","March, 19 2023 12:06:34","DHS","2019-21","2020","IA","IAMR7EDT.ZIP","India"
"6367","Flat ASCII data (.dat)",21197940,"Survey Datasets",541,"IA2020DHS","Men's Recode","March, 19 2023 13:50:05","DHS","2019-21","2020","IA","IAMR7EFL.ZIP","India"
"6368","SAS dataset (.sas7bdat) ",29030521,"Survey Datasets",541,"IA2020DHS","Men's Recode","March, 19 2023 13:35:21","DHS","2019-21","2020","IA","IAMR7ESD.ZIP","India"
"6369","SPSS dataset (.sav)",25325972,"Survey Datasets",541,"IA2020DHS","Men's Recode","March, 19 2023 12:06:33","DHS","2019-21","2020","IA","IAMR7ESV.ZIP","India"
"6370","Stata dataset (.dta)",244403841,"Survey Datasets",541,"IA2020DHS","Household Member Recode","March, 19 2023 11:12:45","DHS","2019-21","2020","IA","IAPR7EDT.ZIP","India"
"6371","Flat ASCII data (.dat)",245597675,"Survey Datasets",541,"IA2020DHS","Household Member Recode","March, 19 2023 13:48:48","DHS","2019-21","2020","IA","IAPR7EFL.ZIP","India"
"6372","SAS dataset (.sas7bdat) ",358300320,"Survey Datasets",541,"IA2020DHS","Household Member Recode","March, 19 2023 11:16:27","DHS","2019-21","2020","IA","IAPR7ESD.ZIP","India"
"6373","SPSS dataset (.sav)",405180614,"Survey Datasets",541,"IA2020DHS","Household Member Recode","March, 19 2023 11:11:22","DHS","2019-21","2020","IA","IAPR7ESV.ZIP","India"
"6374","Hierarchical ASCII data (.dat)",96228,"Survey Datasets",541,"IA2020DHS","Fieldworker Questionnaire","April, 03 2023 21:16:23","DHS","2019-21","2020","IA","IAFW7B.ZIP","India"
"6375","Stata dataset (.dta)",97565,"Survey Datasets",541,"IA2020DHS","Fieldworker Questionnaire","April, 03 2023 21:15:55","DHS","2019-21","2020","IA","IAFW7BDT.ZIP","India"
"6376","Flat ASCII data (.dat)",99824,"Survey Datasets",541,"IA2020DHS","Fieldworker Questionnaire","April, 03 2023 21:16:08","DHS","2019-21","2020","IA","IAFW7BFL.ZIP","India"
"6377","SAS dataset (.sas7bdat) ",106002,"Survey Datasets",541,"IA2020DHS","Fieldworker Questionnaire","April, 03 2023 21:16:37","DHS","2019-21","2020","IA","IAFW7BSD.ZIP","India"
"6378","SPSS dataset (.sav)",119850,"Survey Datasets",541,"IA2020DHS","Fieldworker Questionnaire","April, 03 2023 21:16:48","DHS","2019-21","2020","IA","IAFW7BSV.ZIP","India"
"6379","Stata dataset (.dta)",402484212,"Survey Datasets",541,"IA2020DHS","Household Recode","March, 19 2023 10:45:48","DHS","2019-21","2020","IA","IAHR7EDT.ZIP","India"
"6380","Flat ASCII data (.dat)",391682720,"Survey Datasets",541,"IA2020DHS","Household Recode","March, 19 2023 13:51:18","DHS","2019-21","2020","IA","IAHR7EFL.ZIP","India"
"6381","SAS dataset (.sas7bdat) ",581643370,"Survey Datasets",541,"IA2020DHS","Household Recode","March, 19 2023 10:50:50","DHS","2019-21","2020","IA","IAHR7ESD.ZIP","India"
"6382","SPSS dataset (.sav)",436011026,"Survey Datasets",541,"IA2020DHS","Household Recode","March, 19 2023 10:42:48","DHS","2019-21","2020","IA","IAHR7ESV.ZIP","India"
"6383","Flat ASCII data (.dat)",2318528,"GPS Datasets",541,"IA2020DHS","Geographic Data","September, 08 2022 09:41:35","DHS","2019-21","2020","IA","IAGE7AFL.ZIP","India"
"6384","Flat ASCII data (.dat)",16155177,"GPS Datasets",541,"IA2020DHS","Geospatial Covariates","May, 06 2022 14:45:38","DHS","2019-21","2020","IA","IAGC7AFL.ZIP","India"
"6385","Hierarchical ASCII data (.dat)",505981028,"Survey Datasets",541,"IA2020DHS","Individual Recode","March, 19 2023 11:34:22","DHS","2019-21","2020","IA","IAIR7E.ZIP","India"
"6386","Stata dataset (.dta)",384497648,"Survey Datasets",541,"IA2020DHS","Individual Recode","March, 19 2023 10:55:37","DHS","2019-21","2020","IA","IAIR7EDT.ZIP","India"
"6387","Flat ASCII data (.dat)",337121169,"Survey Datasets",541,"IA2020DHS","Individual Recode","March, 19 2023 13:49:23","DHS","2019-21","2020","IA","IAIR7EFL.ZIP","India"
"6388","SAS dataset (.sas7bdat) ",600626743,"Survey Datasets",541,"IA2020DHS","Individual Recode","March, 19 2023 13:29:41","DHS","2019-21","2020","IA","IAIR7ESD.ZIP","India"
"6389","Flat ASCII data (.dat)",39676584,"Survey Datasets",541,"IA2020DHS","Couples' Recode","March, 19 2023 13:47:20","DHS","2019-21","2020","IA","IACR7EFL.ZIP","India"
"6390","SAS dataset (.sas7bdat) ",55835849,"Survey Datasets",541,"IA2020DHS","Couples' Recode","March, 19 2023 11:17:56","DHS","2019-21","2020","IA","IACR7ESD.ZIP","India"
"6391","SPSS dataset (.sav)",47546441,"Survey Datasets",541,"IA2020DHS","Couples' Recode","March, 19 2023 11:17:15","DHS","2019-21","2020","IA","IACR7ESV.ZIP","India"
"6392","SPSS dataset (.sav)",408666730,"Survey Datasets",541,"IA2020DHS","Individual Recode","March, 19 2023 10:53:06","DHS","2019-21","2020","IA","IAIR7ESV.ZIP","India"
"6393","Stata dataset (.dta)",39912740,"Survey Datasets",541,"IA2020DHS","Couples' Recode","March, 19 2023 11:17:29","DHS","2019-21","2020","IA","IACR7EDT.ZIP","India"
"6394","Stata dataset (.dta)",215947896,"Survey Datasets",541,"IA2020DHS","Births Recode","March, 19 2023 11:05:51","DHS","2019-21","2020","IA","IABR7EDT.ZIP","India"
"6395","Flat ASCII data (.dat)",208751178,"Survey Datasets",541,"IA2020DHS","Births Recode","March, 19 2023 13:47:59","DHS","2019-21","2020","IA","IABR7EFL.ZIP","India"
"6396","SAS dataset (.sas7bdat) ",341639211,"Survey Datasets",541,"IA2020DHS","Births Recode","March, 19 2023 11:09:24","DHS","2019-21","2020","IA","IABR7ESD.ZIP","India"
"6397","SPSS dataset (.sav)",362078451,"Survey Datasets",541,"IA2020DHS","Births Recode","March, 19 2023 11:04:26","DHS","2019-21","2020","IA","IABR7ESV.ZIP","India"
"6398","Stata dataset (.dta)",2099199,"Survey Datasets",14,"ID1987DHS","Births Recode","June, 04 2007 21:02:52","DHS","1987","1987","ID","IDBR01dt.zip","Indonesia"
"6399","Flat ASCII data (.dat)",2451834,"Survey Datasets",14,"ID1987DHS","Births Recode","June, 04 2007 21:03:00","DHS","1987","1987","ID","IDBR01FL.zip","Indonesia"
"6400","SAS dataset (.sas7bdat) ",3185735,"Survey Datasets",14,"ID1987DHS","Births Recode","September, 01 2016 12:18:03","DHS","1987","1987","ID","IDBR01sd.zip","Indonesia"
"6401","SPSS dataset (.sav)",3208736,"Survey Datasets",14,"ID1987DHS","Births Recode","June, 04 2007 21:02:50","DHS","1987","1987","ID","IDBR01sv.zip","Indonesia"
"6402","Hierarchical ASCII data (.dat)",2646388,"Survey Datasets",14,"ID1987DHS","Individual Recode","August, 01 2006 14:55:51","DHS","1987","1987","ID","IDIR01.ZIP","Indonesia"
"6403","Stata dataset (.dta)",2176918,"Survey Datasets",14,"ID1987DHS","Individual Recode","September, 11 2006 10:34:49","DHS","1987","1987","ID","IDIR01DT.ZIP","Indonesia"
"6404","Flat ASCII data (.dat)",2498588,"Survey Datasets",14,"ID1987DHS","Individual Recode","September, 11 2006 10:38:28","DHS","1987","1987","ID","IDIR01FL.ZIP","Indonesia"
"6405","SAS dataset (.sas7bdat) ",3669716,"Survey Datasets",14,"ID1987DHS","Individual Recode","September, 01 2016 12:18:47","DHS","1987","1987","ID","IDIR01SD.ZIP","Indonesia"
"6406","SPSS dataset (.sav)",2519101,"Survey Datasets",14,"ID1987DHS","Individual Recode","September, 11 2006 10:35:46","DHS","1987","1987","ID","IDIR01SV.ZIP","Indonesia"
"6407","Hierarchical ASCII data (.dat)",455702,"Survey Datasets",14,"ID1987DHS","Household Raw","August, 08 2006 14:06:02","DHS","1987","1987","ID","IDHH01.ZIP","Indonesia"
"6408","Stata dataset (.dta)",271205,"Survey Datasets",14,"ID1987DHS","Household Raw","September, 11 2006 10:34:48","DHS","1987","1987","ID","IDHH01DT.ZIP","Indonesia"
"6409","Flat ASCII data (.dat)",296837,"Survey Datasets",14,"ID1987DHS","Household Raw","September, 11 2006 10:38:27","DHS","1987","1987","ID","IDHH01FL.ZIP","Indonesia"
"6410","SAS dataset (.sas7bdat) ",369692,"Survey Datasets",14,"ID1987DHS","Household Raw","September, 01 2016 12:18:34","DHS","1987","1987","ID","IDHH01SD.ZIP","Indonesia"
"6411","SPSS dataset (.sav)",299827,"Survey Datasets",14,"ID1987DHS","Household Raw","September, 11 2006 10:35:46","DHS","1987","1987","ID","IDHH01SV.ZIP","Indonesia"
"6412","Stata dataset (.dta)",974169,"Survey Datasets",14,"ID1987DHS","Children's Recode","September, 20 2006 19:42:40","DHS","1987","1987","ID","IDKR01DT.ZIP","Indonesia"
"6413","Flat ASCII data (.dat)",948259,"Survey Datasets",14,"ID1987DHS","Children's Recode","September, 11 2006 10:38:28","DHS","1987","1987","ID","IDKR01FL.ZIP","Indonesia"
"6414","SAS dataset (.sas7bdat) ",1282483,"Survey Datasets",14,"ID1987DHS","Children's Recode","September, 01 2016 12:19:20","DHS","1987","1987","ID","IDKR01SD.ZIP","Indonesia"
"6415","SPSS dataset (.sav)",910833,"Survey Datasets",14,"ID1987DHS","Children's Recode","September, 11 2006 10:35:47","DHS","1987","1987","ID","IDKR01SV.ZIP","Indonesia"
"6416","Stata dataset (.dta)",2718750,"Survey Datasets",35,"ID1991DHS","Children's Recode","September, 20 2006 19:42:41","DHS","1991","1991","ID","IDKR21DT.ZIP","Indonesia"
"6417","Flat ASCII data (.dat)",2821623,"Survey Datasets",35,"ID1991DHS","Children's Recode","September, 11 2006 10:38:29","DHS","1991","1991","ID","IDKR21FL.ZIP","Indonesia"
"6418","SAS dataset (.sas7bdat) ",4004724,"Survey Datasets",35,"ID1991DHS","Children's Recode","September, 01 2016 12:19:21","DHS","1991","1991","ID","IDKR21SD.ZIP","Indonesia"
"6419","SPSS dataset (.sav)",2666916,"Survey Datasets",35,"ID1991DHS","Children's Recode","September, 11 2006 10:35:47","DHS","1991","1991","ID","IDKR21SV.ZIP","Indonesia"
"6420","Stata dataset (.dta)",1520709,"Survey Datasets",35,"ID1991DHS","Household Recode","August, 04 2009 09:10:34","DHS","1991","1991","ID","IDHR21DT.ZIP","Indonesia"
"6421","Flat ASCII data (.dat)",1692408,"Survey Datasets",35,"ID1991DHS","Household Recode","December, 07 2004 12:44:48","DHS","1991","1991","ID","IDHR21FL.ZIP","Indonesia"
"6422","SAS dataset (.sas7bdat) ",2250723,"Survey Datasets",35,"ID1991DHS","Household Recode","September, 01 2016 12:18:34","DHS","1991","1991","ID","IDHR21SD.ZIP","Indonesia"
"6423","SPSS dataset (.sav)",1828307,"Survey Datasets",35,"ID1991DHS","Household Recode","August, 04 2009 09:10:34","DHS","1991","1991","ID","IDHR21SV.ZIP","Indonesia"
"6424","Stata dataset (.dta)",1648506,"Survey Datasets",35,"ID1991DHS","Household Member Recode","July, 17 2006 15:54:46","DHS","1991","1991","ID","IDPR21DT.ZIP","Indonesia"
